year,mon,day,hour,minute,latitude,longitude
2020,08,13,18,44,68.19859,14.50848
2020,08,10,10,44,60.65488666666667,4.894105
2020,08,11,09,04,62.38942,6.1645916666666665
2020,08,08,14,34,65.475725,12.210423333333333
2020,08,11,15,54,62.39678166666667,6.2704466666666665
2020,08,05,09,04,69.72888333333333,30.071166666666667
2020,08,11,06,24,62.310633333333335,5.581485
2020,08,14,15,34,69.64649666666666,18.960578333333334
2020,08,08,23,44,64.22932833333333,9.736185
2020,08,07,18,34,68.23092166666666,14.566703333333333
2020,08,12,08,24,63.443603333333336,10.40746
2020,08,03,19,54,70.01449833333334,20.580916666666667
2020,08,09,18,34,62.725426666666664,7.074825
2020,08,15,05,54,70.94518666666667,24.27574
2020,08,04,12,04,70.98073833333333,25.969616666666667
2020,08,13,00,34,65.49839333333334,12.197303333333334
2020,08,15,01,34,70.46162833333334,22.731385
2020,08,13,11,14,67.28887,14.394875
2020,08,03,18,34,69.97328166666667,19.685616666666668
2020,08,07,13,34,68.57235333333334,14.996776666666667
2020,08,14,10,34,69.42994166666666,18.125278333333334
2020,08,12,19,24,64.70787833333333,10.864506666666667
2020,08,14,03,44,68.91822,16.320115
2020,08,09,14,14,63.122908333333335,7.679633333333333
2020,08,13,02,34,65.99278666666666,12.504518333333333
2020,08,08,11,44,65.843305,12.3591
2020,08,04,14,14,70.97982666666667,26.61047
2020,08,15,11,14,70.980725,25.969648333333332
2020,08,02,15,04,67.5636,14.32696
2020,08,14,08,54,69.22351,17.96597166666667
2020,08,10,20,24,60.55730166666667,5.240358333333333
2020,08,08,21,04,64.69192833333334,10.788871666666667
2020,08,12,04,04,63.48182833333333,9.01102
2020,08,14,03,34,68.94826833333333,16.203958333333333
2020,08,14,08,04,69.12827833333333,17.689576666666667
2020,08,04,10,34,70.980735,25.969631666666672
2020,08,09,13,44,63.210095,7.883345
2020,08,05,15,44,70.45348833333334,30.982146666666665
2020,08,06,14,04,70.237215,22.349241666666668
2020,08,04,08,04,70.98750833333334,25.197478333333333
2020,08,08,18,34,64.935865,11.445706666666666
2020,08,09,00,14,64.13071833333333,9.63252
2020,08,03,10,34,69.41374166666667,18.118605
2020,08,11,00,54,61.49552333333333,4.987101666666667
2020,08,08,23,54,64.19189666666666,9.69677
2020,08,09,14,34,63.11485,7.737041666666666
2020,08,10,22,14,60.873286666666665,4.77558
2020,08,12,23,14,65.35493666666666,12.05676
2020,08,10,20,14,60.525603333333336,5.27795
2020,08,04,11,44,70.98073833333333,25.969616666666667
2020,08,03,05,54,68.80513,16.568053333333335
2020,08,04,03,24,70.66692,23.675821666666668
2020,08,08,06,14,66.79588166666667,13.363375
2020,08,13,00,04,65.47573333333334,12.210435
2020,08,02,18,14,68.11135166666666,13.976558333333333
2020,08,03,14,14,69.64650166666667,18.960601666666665
2020,08,02,23,04,68.486245,15.213806666666667
2020,08,03,13,44,69.6465,18.960598333333333
2020,08,08,23,04,64.34729666666667,9.990218333333333
2020,08,09,09,04,63.54055,9.877176666666667
2020,08,14,22,44,70.40311833333334,21.704531666666668
2020,08,04,13,04,70.98074666666666,25.969635
2020,08,12,01,04,63.146135,7.7179166666666665
2020,08,06,18,54,70.00854833333334,20.5057
2020,08,05,00,34,70.59522833333334,30.556041666666665
2020,08,10,22,34,60.96729833333333,4.759593333333333
2020,08,11,08,24,62.47572666666667,6.15238
2020,08,11,03,34,61.874595,5.18649
2020,08,11,11,34,62.19124333333333,7.028816666666667
2020,08,12,01,34,63.21487666666667,7.915423333333333
2020,08,09,02,14,63.668035,9.467115
2020,08,14,18,54,69.96632833333334,20.182411666666667
2020,08,13,05,14,66.33619333333333,12.953223333333334
2020,08,09,17,04,62.979675,6.885818333333333
2020,08,02,13,14,67.28885666666666,14.394893333333334
2020,08,03,15,44,69.64650666666667,18.960595
2020,08,14,02,44,68.97681333333334,15.706875
2020,08,05,05,14,70.07097166666667,29.736708333333333
2020,08,09,04,24,63.449465,10.358311666666667
2020,08,09,15,34,63.123158333333336,7.605845
2020,08,09,23,44,62.393116666666664,5.8081
2020,08,07,04,24,69.04728666666666,17.313171666666666
2020,08,08,15,14,65.47572666666667,12.210413333333333
2020,08,14,17,14,69.765225,19.1323
2020,08,07,21,04,68.03112333333333,13.90009
2020,08,15,15,14,70.94944833333334,27.335836666666665
2020,08,15,02,24,70.59572,23.235336666666665
2020,08,10,18,04,60.392786666666666,5.30985
2020,08,09,17,24,62.92589666666667,6.830606666666666
2020,08,03,22,34,70.303265,21.424946666666667
2020,08,05,23,24,71.04169833333333,27.83571
2020,08,04,09,54,70.98073333333333,25.969623333333335
2020,08,07,11,34,68.62444333333333,15.312771666666666
2020,08,06,13,04,70.411745,22.507806666666667
2020,08,12,01,54,63.25038833333333,8.062201666666667
2020,08,06,21,14,69.74900833333334,19.06326333333333
2020,08,14,11,04,69.49831,18.296211666666668
2020,08,03,08,04,69.120065,17.633331666666667
2020,08,03,00,14,68.576315,14.961166666666667
2020,08,12,01,14,63.17267666666667,7.777958333333333
2020,08,03,12,14,69.63950333333334,18.956191666666665
2020,08,10,07,24,61.39565833333333,4.829953333333333
2020,08,11,22,34,62.99025,6.95467
2020,08,13,19,54,68.23093166666666,14.566708333333333
2020,08,13,14,04,67.43719,14.428261666666666
2020,08,04,09,44,70.98073166666667,25.969618333333333
2020,08,15,08,44,70.93566666666666,25.73352
2020,08,03,23,24,70.37157,21.882455
2020,08,12,23,24,65.38264166666667,12.102328333333332
2020,08,07,04,14,69.06775833333333,17.3534
2020,08,06,21,34,69.67011666666667,19.008221666666667
2020,08,12,06,04,63.603773333333336,9.804825
2020,08,08,16,54,65.26803833333334,11.946245
2020,08,03,20,04,70.02821666666667,20.674598333333332
2020,08,06,08,34,70.76799333333334,23.683895
2020,08,05,04,34,70.03900833333333,29.878731666666667
2020,08,15,13,04,70.96430333333333,25.973821666666666
2020,08,08,22,14,64.48769833333333,10.323016666666666
2020,08,03,14,54,69.64650166666667,18.9606
2020,08,03,12,04,69.60876166666667,18.900318333333335
2020,08,04,05,34,70.89676333333334,24.115708333333334
2020,08,12,08,04,63.444918333333334,10.40852
2020,08,15,12,54,70.980765,25.968115
2020,08,11,22,54,63.01407833333333,7.093001666666667
2020,08,09,16,34,63.02317,7.130418333333333
2020,08,03,01,44,68.7387,15.42474
2020,08,02,21,24,68.25332666666667,14.944176666666667
2020,08,04,05,24,70.86244166666667,24.00279
2020,08,08,08,44,66.250505,12.902628333333332
2020,08,08,14,44,65.475725,12.210423333333333
2020,08,06,09,34,70.664965,23.680348333333335
2020,08,12,00,44,63.108088333333335,7.731568333333334
2020,08,04,16,34,71.06493333333333,27.300206666666668
2020,08,04,04,24,70.68340833333333,23.560461666666665
2020,08,10,08,34,61.144378333333336,4.740436666666667
2020,08,11,14,14,62.29976166666667,6.994843333333334
2020,08,10,08,54,61.05895833333334,4.728673333333333
2020,08,15,08,24,70.94953,25.477091666666666
2020,08,13,08,34,66.89405833333333,13.539356666666666
2020,08,06,14,44,70.28661333333334,22.300311666666666
2020,08,14,14,14,69.64649333333334,18.960576666666668
2020,08,06,12,44,70.46411,22.730896666666666
2020,08,02,11,34,67.28884333333333,14.394878333333333
2020,08,03,01,24,68.69881666666667,15.420701666666666
2020,08,09,12,54,63.316811666666666,8.263706666666666
2020,08,02,16,24,67.87944,14.045096666666666
2020,08,07,04,44,68.97265833333333,17.151883333333334
2020,08,07,09,44,68.85340166666667,15.494221666666666
2020,08,11,15,14,62.44276833333333,6.62375
2020,08,12,03,54,63.46849666666667,8.932411666666667
2020,08,11,15,24,62.430795,6.536156666666667
2020,08,05,10,14,69.72888166666667,30.071153333333335
2020,08,09,03,34,63.499341666666666,9.914735
2020,08,02,16,14,67.83975166666667,14.08252
2020,08,03,15,24,69.64650666666667,18.960596666666667
2020,08,11,17,04,62.47572666666667,6.152395
2020,08,08,01,44,67.28884833333333,14.39485
2020,08,10,02,34,62.08363833333333,5.108301666666667
2020,08,14,15,54,69.6465,18.96057
2020,08,15,03,44,70.664975,23.680333333333333
2020,08,05,16,24,70.555345,30.68864
2020,08,02,19,34,68.23091833333334,14.566713333333333
2020,08,15,03,24,70.66497333333334,23.680328333333332
2020,08,09,13,14,63.266331666666666,8.109168333333333
2020,08,04,23,24,70.67471333333333,29.846813333333333
2020,08,02,23,44,68.57141666666666,14.913691666666667
2020,08,12,17,14,64.30524,10.37998
2020,08,10,22,44,61.01445833333333,4.759865
2020,08,07,13,14,68.57124666666667,14.911463333333334
2020,08,06,13,34,70.30924166666667,22.300813333333334
2020,08,04,00,04,70.275895,22.31528
2020,08,05,10,44,69.73065166666666,30.071148333333333
2020,08,14,17,44,69.807565,19.442778333333333
2020,08,06,18,34,70.03542833333333,20.717985
2020,08,11,22,04,62.90365666666667,6.862101666666667
2020,08,02,18,04,68.10712,13.854985
2020,08,03,10,24,69.37557666666666,18.089088333333333
2020,08,12,02,54,63.38442666666667,8.471336666666666
2020,08,08,11,34,65.873,12.364193333333333
2020,08,11,19,34,62.69912166666667,6.9555
2020,08,10,10,14,60.751956666666665,4.790148333333334
2020,08,07,09,24,68.93065166666666,15.592766666666666
2020,08,12,15,34,64.00508666666667,9.958918333333333
2020,08,02,22,24,68.33685833333334,15.019678333333333
2020,08,08,22,04,64.517615,10.391208333333333
2020,08,02,19,54,68.23092,14.5667
2020,08,12,11,54,63.46819333333333,10.178095
2020,08,05,15,34,70.42623166666667,31.060245
2020,08,08,21,14,64.66175666666666,10.719833333333334
2020,08,10,02,24,62.12019166666666,5.085975
2020,08,04,13,24,70.97073833333333,25.950735
2020,08,15,15,54,71.057055,27.266038333333334
2020,08,12,13,34,63.627605,9.520815
2020,08,04,12,14,70.98074,25.969616666666667
2020,08,05,11,54,69.97073,30.346436666666666
2020,08,12,00,04,63.12064,7.662315
2020,08,11,18,24,62.62137333333333,6.346073333333333
2020,08,10,01,14,62.293145,5.436976666666666
2020,08,12,14,04,63.731123333333336,9.538406666666667
2020,08,13,22,54,68.57122333333334,14.911453333333334
2020,08,07,20,24,68.12066166666666,13.839875
2020,08,05,03,54,70.07833833333333,30.32152333333333
2020,08,02,17,14,68.05466833333334,13.877836666666667
2020,08,10,01,34,62.264091666666666,5.279535
2020,08,11,05,04,62.13612833333333,5.078326666666666
2020,08,14,00,34,68.69880666666667,15.420683333333333
2020,08,09,03,54,63.47268666666667,10.092175
2020,08,06,18,14,70.06395166666667,20.945026666666667
2020,08,15,07,34,70.99264666666667,24.916691666666665
2020,08,15,15,04,70.94942166666667,27.336008333333332
2020,08,14,12,54,69.646495,18.960575
2020,08,09,10,04,63.617468333333335,9.544205
2020,08,02,12,54,67.28885333333334,14.39489
2020,08,11,01,04,61.53396333333333,5.0056183333333335
2020,08,14,07,44,69.09905833333333,17.48871
2020,08,08,13,04,65.50415666666666,12.194841666666667
2020,08,10,02,14,62.157135,5.071115
2020,08,13,20,34,68.2337,14.755601666666667
2020,08,05,13,54,70.357875,31.146673333333332
2020,08,14,16,54,69.68876166666666,19.033506666666668
2020,08,11,18,44,62.630555,6.520341666666667
2020,08,10,05,14,61.670703333333336,4.961321666666667
2020,08,13,12,44,67.288885,14.39489
2020,08,12,20,04,64.81717,11.145125
2020,08,03,08,44,69.18105333333334,18.007838333333332
2020,08,08,12,14,65.70746,12.2756
2020,08,12,00,24,63.11488833333333,7.737015
2020,08,03,22,54,70.374925,21.608075
2020,08,07,19,34,68.12358833333333,14.175788333333333
2020,08,10,21,34,60.743611666666666,4.804155
2020,08,10,04,54,61.74463,4.983811666666667
2020,08,04,21,24,70.842345,29.363695
2020,08,11,08,14,62.47573666666667,6.152405
2020,08,04,10,04,70.98073666666667,25.969626666666667
2020,08,04,17,04,71.13091666666666,27.586516666666668
2020,08,07,20,14,68.12068833333333,13.839628333333334
2020,08,09,21,54,62.49417666666667,6.149853333333334
2020,08,15,14,34,70.98775666666667,27.05369333333333
2020,08,05,13,44,70.30735333333334,31.104653333333335
2020,08,08,00,34,67.29000666666667,14.393386666666666
2020,08,03,08,14,69.135875,17.741998333333335
2020,08,04,02,14,70.51514,22.962226666666666
2020,08,06,10,04,70.66497,23.680346666666665
2020,08,08,00,04,67.34842166666667,14.389536666666666
2020,08,06,14,54,70.31170166666666,22.195503333333335
2020,08,10,01,24,62.28060833333333,5.353588333333334
2020,08,03,23,04,70.399385,21.68334
2020,08,05,00,44,70.56439666666667,30.650165
2020,08,13,17,24,68.12068666666667,13.83992
2020,08,11,05,44,62.267915,5.293335
2020,08,15,00,44,70.33951333333333,22.290183333333335
2020,08,02,22,34,68.37565166666667,15.06346
2020,08,10,13,04,60.392788333333336,5.309855
2020,08,06,15,14,70.34521,22.024146666666667
2020,08,14,04,04,68.873735,16.511015
2020,08,11,12,04,62.095645,7.01087
2020,08,12,02,44,63.36432666666666,8.400831666666667
2020,08,08,14,24,65.47572833333334,12.210428333333333
2020,08,09,10,24,63.57436166666667,9.38514
2020,08,08,00,44,67.288845,14.39487
2020,08,10,21,04,60.638086666666666,4.928355
2020,08,15,04,44,70.76617166666666,23.686788333333332
2020,08,08,12,54,65.54774166666667,12.208941666666666
2020,08,11,14,04,62.278685,7.015621666666667
2020,08,05,02,24,70.32854166666667,31.12787
2020,08,09,22,34,62.47572666666667,6.15239
2020,08,12,05,44,63.65467666666667,9.715816666666667
2020,08,03,02,04,68.82211,15.450991666666667
2020,08,07,14,44,68.37118666666667,15.053941666666667
2020,08,14,13,04,69.646495,18.960575
2020,08,04,04,14,70.66429166666667,23.660708333333332
2020,08,14,17,54,69.81978166666667,19.532325
2020,08,09,07,14,63.44359,10.40747
2020,08,06,21,44,69.65010166666667,18.97667
2020,08,02,16,44,67.94652,13.981268333333333
2020,08,08,18,44,64.90059166666667,11.34362
2020,08,08,13,14,65.47633833333333,12.210791666666667
2020,08,10,12,14,60.429111666666664,5.272178333333334
2020,08,04,20,34,70.857375,29.11385
2020,08,10,07,44,61.308058333333335,4.798678333333333
2020,08,02,19,44,68.23091833333334,14.566708333333333
2020,08,03,12,54,69.6465,18.960593333333332
2020,08,10,01,44,62.243001666666665,5.207516666666667
2020,08,10,22,04,60.84677,4.76973
2020,08,14,01,34,68.80830833333333,15.438845
2020,08,12,03,14,63.413961666666665,8.622255
2020,08,09,18,14,62.75756666666667,6.951373333333334
2020,08,08,18,04,65.00978666666667,11.655565
2020,08,11,19,04,62.64862333333333,6.649543333333333
2020,08,04,18,54,71.11166666666666,28.29177333333333
2020,08,13,05,04,66.30709166666666,12.937966666666666
2020,08,08,05,44,66.83698833333334,13.672606666666667
2020,08,14,07,14,68.99694,17.24964
2020,08,07,23,54,67.38500333333333,14.423768333333333
2020,08,08,19,24,64.86006833333333,11.238788333333334
2020,08,13,10,14,67.19628833333333,14.130785
2020,08,08,21,54,64.55747166666667,10.481745
2020,08,08,03,44,67.05189666666666,13.85716
2020,08,13,00,44,65.54144166666667,12.21112
2020,08,09,04,34,63.44573,10.40829
2020,08,03,16,14,69.646505,18.960588333333334
2020,08,13,05,54,66.52229333333334,12.969116666666666
2020,08,10,11,34,60.56290833333333,5.213421666666667
2020,08,12,00,54,63.11658833333333,7.678875
2020,08,13,16,54,68.11364333333333,13.831865
2020,08,07,16,14,68.22116166666666,14.822308333333334
2020,08,15,14,24,70.98708,26.988653333333332
2020,08,03,23,54,70.30241666666667,22.230566666666668
2020,08,07,18,54,68.19482666666667,14.493758333333334
2020,08,08,07,14,66.59906333333333,12.981353333333333
2020,08,07,20,04,68.10683,13.847201666666667
2020,08,12,16,44,64.22952833333333,10.234401666666667
2020,08,13,19,44,68.23093166666666,14.566705
2020,08,13,10,04,67.17787833333334,14.084421666666668
2020,08,03,09,54,69.29276666666667,17.97568
2020,08,09,04,04,63.46659,10.189453333333333
2020,08,11,17,54,62.544113333333335,6.165381666666667
2020,08,10,10,54,60.630685,4.951686666666666
2020,08,08,13,34,65.475725,12.210448333333334
2020,08,04,19,04,71.08198333333333,28.403885
2020,08,11,01,44,61.60176333333333,5.025075
2020,08,15,01,44,70.49057833333333,22.858721666666668
2020,08,12,13,04,63.640885,9.775683333333333
2020,08,09,10,54,63.517495,9.155096666666667
2020,08,03,17,44,69.80815666666666,19.34922
2020,08,09,13,34,63.234885,7.98415
2020,08,12,12,44,63.575045,9.84279
2020,08,04,11,54,70.98073666666667,25.969613333333335
2020,08,06,16,04,70.34360166666667,21.52886
2020,08,15,12,04,70.98072833333333,25.969663333333333
2020,08,06,19,44,69.91367,19.967625
2020,08,13,14,44,67.59038166666667,14.30952
2020,08,14,00,14,68.65119833333334,15.396701666666667
2020,08,15,09,54,70.98072833333333,25.969661666666667
2020,08,09,19,44,62.727106666666664,7.102565
2020,08,07,13,24,68.57713666666666,14.924141666666667
2020,08,11,04,34,62.03407,5.14643
2020,08,11,16,14,62.40421166666667,6.09522
2020,08,03,20,54,70.034885,20.984026666666665
2020,08,14,13,34,69.64649333333334,18.960586666666668
2020,08,09,17,34,62.88914,6.891846666666667
2020,08,07,11,44,68.61001,15.259151666666666
2020,08,13,17,54,68.11237666666666,13.997543333333333
2020,08,04,02,04,70.490155,22.856698333333334
2020,08,10,11,04,60.62208666666667,5.0219
2020,08,10,10,24,60.722285,4.822008333333334
2020,08,11,09,24,62.397771666666664,6.313278333333334
2020,08,14,21,44,70.23721833333333,21.179103333333334
2020,08,09,02,24,63.63043833333333,9.491021666666667
2020,08,04,07,04,70.99488833333334,24.688851666666668
2020,08,06,23,04,69.64649,18.960563333333333
2020,08,14,17,04,69.72155833333333,19.053425
2020,08,08,13,24,65.47572666666667,12.210451666666666
2020,08,02,23,34,68.57440333333334,14.979445
2020,08,15,09,44,70.98,25.97
2020,08,13,03,54,66.14959666666667,12.885371666666666
2020,08,09,20,44,62.64315166666667,6.614698333333333
2020,08,07,09,34,68.889075,15.545903333333333
2020,08,10,17,54,60.392786666666666,5.309858333333334
2020,08,13,19,24,68.23093666666666,14.566708333333333
2020,08,02,16,34,67.90058333333333,14.024945
2020,08,12,15,24,63.979515,9.903698333333333
2020,08,13,22,14,68.51928333333333,15.138245
2020,08,05,05,04,70.07095666666666,29.736931666666667
2020,08,10,04,34,61.80316333333333,5.117615
2020,08,14,20,34,70.034945,20.98397
2020,08,02,10,44,67.22519,14.19688
2020,08,15,06,54,70.99488666666667,24.688871666666667
2020,08,02,11,14,67.28913666666666,14.394741666666667
2020,08,08,16,14,65.374045,12.052368333333334
2020,08,13,21,54,68.47920166666667,15.217405
2020,08,05,01,04,70.50243,30.833956666666666
2020,08,05,04,54,70.07402333333333,29.706028333333332
2020,08,07,01,14,69.48712833333333,18.19785
2020,08,04,12,44,70.98074833333334,25.96963
2020,08,04,18,14,71.07315833333334,27.863676666666667
2020,08,11,08,34,62.47511333333333,6.1093866666666665
2020,08,03,21,14,70.03279333333333,20.99874
2020,08,04,08,24,70.96216666666666,25.446398333333335
2020,08,07,08,24,68.97887166666666,15.717033333333333
2020,08,03,09,04,69.229705,17.971111666666665
2020,08,11,13,54,62.21906,7.021016666666666
2020,08,09,12,04,63.41965166666667,8.615818333333333
2020,08,06,09,14,70.66502166666666,23.680535
2020,08,07,23,24,67.49727,14.369498333333333
2020,08,14,09,04,69.22891333333334,17.970015
2020,08,04,20,04,70.92902166666667,28.978998333333333
2020,08,04,14,24,70.98370833333334,26.741575
2020,08,11,04,14,61.95325,5.14588
2020,08,08,09,44,66.13205833333333,12.815226666666666
2020,08,10,22,24,60.920335,4.76391
2020,08,10,17,14,60.392781666666664,5.309863333333333
2020,08,03,05,24,68.79950333333333,16.55005166666667
2020,08,12,00,14,63.10599,7.723658333333334
2020,08,12,11,34,63.452875,10.344563333333333
2020,08,13,20,14,68.217245,14.588618333333333
2020,08,09,05,44,63.44358666666667,10.407461666666666
2020,08,03,16,24,69.64650166666667,18.960595
2020,08,02,13,54,67.29707666666667,14.375683333333333
2020,08,10,20,34,60.58927833333333,5.162803333333334
2020,08,09,20,24,62.66712666666667,6.771101666666667
2020,08,12,04,44,63.553405,9.313468333333333
2020,08,15,10,44,70.98072,25.96966
2020,08,15,13,14,70.96652166666667,26.097318333333334
2020,08,03,07,04,68.98110166666666,17.194296666666666
2020,08,11,02,04,61.60975333333333,4.984308333333333
2020,08,11,13,34,62.15538,6.993448333333333
2020,08,08,15,44,65.46521666666666,12.189701666666666
2020,08,09,23,24,62.448436666666666,5.9895016666666665
2020,08,12,04,14,63.49804666666667,9.086538333333333
2020,08,08,18,54,64.86688833333334,11.276493333333333
2020,08,03,01,54,68.781035,15.433015
2020,08,13,04,24,66.20005166666667,13.00747
2020,08,14,10,44,69.455105,18.12134
2020,08,12,20,44,64.85958333333333,11.251186666666667
2020,08,13,22,24,68.56311833333334,15.045001666666666
2020,08,15,15,24,70.97051833333333,27.2722
2020,08,07,13,44,68.544995,15.080155
2020,08,14,06,04,68.82504833333333,16.645146666666665
2020,08,12,19,54,64.78687,11.081225
2020,08,13,01,34,65.75493166666666,12.312856666666667
2020,08,03,21,54,70.18106333333333,21.119933333333332
2020,08,04,07,14,70.99466833333334,24.690626666666667
2020,08,10,23,34,61.21233333333333,4.705118333333333
2020,08,08,02,24,67.28907166666667,14.38877
2020,08,08,21,44,64.57598833333333,10.52407
2020,08,09,09,14,63.59049,9.8241
2020,08,10,12,24,60.39618333333333,5.302768333333334
2020,08,06,19,24,69.96789333333334,20.174305
2020,08,03,11,44,69.55373166666666,18.71601
2020,08,13,04,34,66.20612333333334,12.991266666666666
2020,08,06,06,34,70.99488333333333,24.688846666666667
2020,08,08,09,04,66.203275,13.004676666666667
2020,08,13,15,54,67.88567833333333,14.039206666666667
2020,08,02,21,54,68.36409,14.975866666666667
2020,08,09,19,34,62.73363666666667,7.158058333333333
2020,08,11,09,34,62.40728166666667,6.420916666666667
2020,08,07,08,34,68.97011666666667,15.683878333333332
2020,08,15,05,24,70.87422833333333,24.041928333333335
2020,08,14,04,14,68.85354833333334,16.600006666666665
2020,08,11,02,54,61.78270333333333,5.081485
2020,08,09,17,54,62.82930833333333,6.969125
2020,08,13,18,04,68.11839666666667,14.13047
2020,08,14,21,54,70.24643,21.214288333333332
2020,08,05,06,54,69.796235,30.099231666666668
2020,08,03,14,04,69.64649666666666,18.9606
2020,08,10,21,24,60.706093333333335,4.840411666666666
2020,08,11,14,54,62.43525666666667,6.854468333333333
2020,08,06,22,04,69.64649666666666,18.960558333333335
2020,08,11,00,34,61.433191666666666,4.885923333333333
2020,08,13,16,24,68.00331333333334,13.927081666666666
2020,08,06,12,14,70.539185,23.028333333333332
2020,08,10,09,24,60.93779,4.757961666666667
2020,08,09,21,34,62.56462,6.19383
2020,08,13,21,34,68.40590833333333,15.114255
2020,08,15,07,44,70.989785,25.024336666666667
2020,08,14,04,44,68.79950333333333,16.55008
2020,08,07,13,54,68.51186166666666,15.152988333333333
2020,08,07,03,04,69.20163666666667,18.016675
2020,08,06,06,54,71.02307833333333,24.63796333333333
2020,08,15,09,24,70.98073,25.96966
2020,08,07,12,34,68.57124833333333,14.911466666666668
2020,08,10,09,14,60.98057,4.7562516666666665
2020,08,11,13,14,62.092913333333335,7.040123333333334
2020,08,05,12,04,70.00414166666667,30.424911666666667
2020,08,15,06,34,71.01485666666666,24.696535
2020,08,13,14,54,67.63197833333334,14.273923333333334
2020,08,05,10,04,69.72888333333333,30.071151666666665
2020,08,09,07,04,63.44359166666667,10.407471666666666
2020,08,04,07,24,70.99583166666666,24.737368333333333
2020,08,08,03,24,67.115185,13.996146666666666
2020,08,11,07,34,62.43311,5.91025
2020,08,09,00,34,64.04111666666667,9.538625
2020,08,11,07,54,62.46056,6.045888333333333
2020,08,13,11,24,67.28887,14.394876666666667
2020,08,03,12,34,69.64649833333333,18.96058
2020,08,05,02,54,70.22736333333333,30.939956666666667
2020,08,04,19,24,71.025715,28.6161
2020,08,04,03,44,70.66496666666667,23.680348333333335
2020,08,12,01,24,63.19665166666667,7.841746666666666
2020,08,13,23,54,68.60504833333333,15.26134
2020,08,05,02,44,70.26432166666666,31.043025
2020,08,06,17,54,70.03461833333333,20.984415
2020,08,03,16,44,69.64610333333333,18.968865
2020,08,02,15,34,67.67825,14.233608333333333
2020,08,06,06,04,70.99447166666667,24.865428333333334
2020,08,11,20,24,62.735005,7.157771666666667
2020,08,09,19,04,62.73500833333333,7.1577866666666665
2020,08,11,12,24,62.113218333333336,7.176161666666666
2020,08,14,19,04,69.98014666666667,20.234723333333335
2020,08,04,06,44,71.00903,24.731248333333333
2020,08,12,21,24,64.95902166666667,11.532093333333334
2020,08,07,03,44,69.12703,17.660338333333332
2020,08,12,09,34,63.443596666666664,10.407465
2020,08,11,05,14,62.191293333333334,5.082535
2020,08,15,10,04,70.980725,25.969655
2020,08,03,19,04,69.97972166666666,19.967718333333334
2020,08,08,16,34,65.33826666666667,12.02771
2020,08,11,19,24,62.68081,6.858736666666666
2020,08,08,01,54,67.288845,14.394851666666666
2020,08,03,18,54,69.99007666666667,19.884103333333332
2020,08,03,07,54,69.10495,17.52871
2020,08,04,15,04,70.98024333333333,27.217583333333334
2020,08,10,05,04,61.726465,4.961883333333334
2020,08,14,02,14,68.9489,15.602833333333333
2020,08,14,00,44,68.69880333333333,15.420681666666667
2020,08,03,17,14,69.75874666666667,19.088998333333333
2020,08,13,15,34,67.78944833333334,14.12969
2020,08,12,14,54,63.882965,9.734538333333333
2020,08,06,06,24,70.99337166666666,24.687921666666668
2020,08,07,00,14,69.56865333333333,18.791235
2020,08,04,00,44,70.24028333333334,22.330778333333335
2020,08,14,21,24,70.15822833333333,21.105693333333335
2020,08,04,21,34,70.82538166666667,29.434618333333333
2020,08,04,19,34,71.00314333333333,28.700706666666665
2020,08,08,01,04,67.28885,14.394855
2020,08,08,23,24,64.30314166666666,9.884181666666667
2020,08,14,01,44,68.84339333333334,15.482033333333334
2020,08,11,17,24,62.47571833333333,6.152396666666666
2020,08,10,17,44,60.392788333333336,5.309863333333333
2020,08,06,17,44,70.034915,20.983953333333332
2020,08,12,18,14,64.51132,10.460986666666667
2020,08,11,10,54,62.33987833333333,6.950378333333333
2020,08,03,06,44,68.922585,16.990348333333333
2020,08,11,03,24,61.85417,5.268916666666667
2020,08,05,08,24,69.72887833333333,30.071151666666665
2020,08,08,17,14,65.18245166666667,11.854655
2020,08,15,08,04,70.98679333333334,25.252096666666667
2020,08,14,21,34,70.184425,21.122223333333334
2020,08,15,01,24,70.44441833333333,22.656221666666667
2020,08,03,21,24,70.06929666666667,21.049176666666668
2020,08,12,16,34,64.189215,10.163618333333334
2020,08,12,16,24,64.15150666666666,10.114423333333333
2020,08,03,19,44,70.00361166666667,20.442118333333333
2020,08,11,13,24,62.10416,6.983383333333333
2020,08,05,12,34,70.09793833333333,30.645755
2020,08,07,01,54,69.34668,18.080915
2020,08,08,21,34,64.61443833333334,10.61187
2020,08,10,19,34,60.39315,5.3083833333333335
2020,08,12,18,44,64.59287166666667,10.6155
2020,08,12,22,14,65.119715,11.81577
2020,08,13,01,44,65.79664833333334,12.341868333333334
2020,08,09,14,54,63.11489,7.736995
2020,08,03,10,44,69.46079333333333,18.12439
2020,08,13,04,44,66.22278333333334,12.898183333333334
2020,08,08,15,04,65.47572666666667,12.21041
2020,08,14,07,04,68.97309166666666,17.166183333333333
2020,08,11,07,04,62.34850333333333,5.754168333333333
2020,08,06,12,34,70.49709166666666,22.87320666666667
2020,08,09,15,24,63.100053333333335,7.7055983333333335
2020,08,02,20,14,68.23091333333333,14.566706666666667
2020,08,08,02,54,67.21480666666666,14.169138333333333
2020,08,11,03,44,61.904756666666664,5.1377516666666665
2020,08,07,17,04,68.23091833333334,14.566721666666666
2020,08,07,12,14,68.57643166666666,14.961181666666667
2020,08,14,08,34,69.16607166666667,17.946525
2020,08,03,10,04,69.32586166666667,18.016478333333332
